Complete Availability,,,,,,,,,,
"WEEK OF SEPTEMBER 14, 2026",,,,,,,,,,
QTY,Plant Name,Size,Price 1,Price 2,Avail,Next Date,Ratings,,,
,Salvia nemorosa 'Salute Light Pink',#1,6.29,7.38,206,,Fair Foliage,,,
,Salvia nemorosa 'Snow Hill',#1,6.29,7.38,146,,Retail Foliage,,,
X,Salvia nemorosa ' Wesuwe',#1,6.29,7.38,0,Sep 21,,,,
,Salvia verticillata 'Purple Rain',#1,6.29,7.38,8,,Retail Foliage,,,
,Sanguisorba canadensis,#1,7.59,9.00,154,Sep 21,Fair Foliage,,,
,Sanguisorba 'Lilac Squirrel',TRGA,9.36,11.18,90,,Fair Foliage,,,
,Sanguisorba 'Little Angel',#1,7.59,9.00,107,Sep 21,Retail Foliage,,,
,Sanquisorba officinalis 'Tanna',#1,8.68,10.30,314,Sep 28,Bud & Bloom,,,
,Sanguisorba tenuifolia var. purpurea,#1,8.68,10.30,400,,Bud & Bloom,,,
,Saruma henryii,2QT,8.48,10.04,504,,Retail Foliage,,,
,Saxifraga x arendsii 'Purple Robe',2QT,6.08,7.12,82,Sep 28,Retail Foliage,,,
,Scutellaria 'Appalachian Blues',2QT,7.44,8.79,602,,Retail Foliage,,,
X,Scutellaria incana,2QT,7.44,8.79,0,Sep 28,,,,
,Sedum 'Autumn Fire',TRGA,8.32,9.93,256,,Cut Back,,,
,Sedum 'Autumn Joy',#1,6.29,7.38,23,Sep 21,Cut Back,,,
,Sedum 'Carl',#1,6.29,7.38,323,,Fair Foliage,,,
,Sedum 'Carl',TRGA,7.28,8.68,247,,Cut Back,,,
,Sedum spurium 'John Creech',2QT,6.08,7.12,200,,Cut Back,,,
,Sedum Sunsparkler® 'Lime Zinger',#1,6.29,7.38,103,Oct 5,Small Looks Good,,,
,Sedum 'Matrona',TRGA,8.32,9.93,196,,"Blooming, Fair Foliage",,,
X,Sedum Sunsparkler® 'Dream Dazzler',#1,6.29,7.38,0,Oct 5,,,,
,Sedum 'Xenox',TRGA,9.36,11.18,120,,Bud & Bloom,,,
,Sedum 'Weihenstephaner Gold',2QT,6.08,7.12,364,,Retail Foliage,,,
X,Sedum reflexum 'Angelina',2QT,6.08,7.12,0,Oct 5,,,,
,Sedum sexangulare,2QT,6.08,7.12,154,,Retail Foliage,,,
,Sedum sieboldii,2QT,6.08,7.12,136,Oct 5,Bud & Bloom,,,
,Sedum spurium 'Fuldaglut',2QT,6.08,7.12,44,Oct 5,Retail Foliage,,,
,Sedum telephioides,#1,7.59,9.00,546,,"Blooming, Small Tops",,,
,Sedum ternatum 'Larinem Park',2QT,7.44,8.79,242,,Small Looks Good,,,
X,Sempervivum 'Jade Rose',2QT,6.08,7.12,0,Sep 21,,,,
X,Sempervivum 'Oddity',2QT,6.08,7.12,0,Sep 21,,,,
X,Sempervivum 'Red Beauty',2QT,6.08,7.12,0,Sep 21,,,,
,Sempervivum 'Silver King',2QT,6.08,7.12,210,Sep 21,Retail Foliage,,,
X,Sempervivum 'Virgil',2QT,0.00,0.00,0,Jan 4,,,,
X,Sempervivum arachnoideum,1QT,4.11,4.84,0,Sep 21,,,,
,Senna hebecarpa,#1,7.59,9.00,195,,Retail Foliage,,,
X,Sibbaldiopsis tridentata,2QT,7.44,8.79,0,Sep 21,,,,
,Sibbaldiopsis tridentata LE,2QT,7.44,8.79,7,,Retail Foliage,,,
,Sibbaldiopsis tridentata LE,TRAY 50,90.00,90.00,8,,Ready,,,
,Silene 'Rollies Favorite',#1,6.29,7.38,431,,Retail Foliage,,,
,Silene 'Short and Sweet',#1,6.29,7.38,149,Sep 28,Retail Foliage,,,
X,Sisyrinchium angustifolium LE,2QT,7.44,8.79,0,Oct 5,,,,
,Sisyrinchium angustifolium 'Lucerne',2QT,6.08,7.12,851,,Retail Foliage,,,
,Sisyrinchium angustifolium LE,TRAY 50,85.00,85.00,15,,Ready,,,
X,Solidago bicolor LE,2QT,7.44,8.79,0,Sep 21,,,,
,Solidago bicolor LE,TRAY 50,77.50,77.50,16,,Ready,,,
,Solidago caesia LE,#1,7.59,9.00,85,Sep 21,Bud & Bloom,,,
,Solidago caesia LE,TRAY 50,85.00,85.00,32,,Ready,,,
,Solidago flexicaulis LE,#1,7.59,9.00,289,Sep 21,Bud & Bloom,,,
,Solidago nemoralis LE,#1,7.59,9.00,387,,Bud & Bloom,,,
,Solidago nemoralis LE,TRAY 50,77.50,77.50,17,,Ready,,,
X,Solidago odora LE,#1,7.59,9.00,0,Sep 21,,,,
,Solidago odora LE,TRAY 50,77.50,77.50,14,,Ready,,,
X,Solidago puberula LE,2QT,7.44,8.79,0,Sep 21,,,,
,Solidago puberula LE,TRAY 50,77.50,77.50,26,,Ready,,,
,Solidago rugosa LE,#1,7.59,9.00,641,,Blooming,,,
,Solidago rugosa 'Fireworks',#1,6.29,7.38,360,,Budded,,,
,Solidago sempervirens LE,#1,7.59,9.00,574,,Small Looks Good,,,
,Solidago sempervirens LE,TRAY 50,85.00,85.00,35,,Ready,,,
,Spigelia 'Little Redhead',#1,9.83,11.60,8,,Fair Foliage,,,
,Spiranthes odorata,2QT,8.48,10.04,178,,Budded,,,
,Stachys 'Silver Carpet',#1,6.29,7.38,255,,Retail Foliage,,,
,Stachys 'Helene von Stein',#1,6.29,7.38,312,,Retail Foliage,,,
X,Stachys minima,#1,6.29,7.38,0,Sep 21,,,,
,Stachys moieri 'Hummelo',#1,6.29,7.38,446,,Retail Foliage,,,
,Stachys 'Pink Cotton Candy',#1,6.29,7.38,237,,Retail Foliage,,,
,Stokesia laevis 'Omega Skyrocket',#1,7.59,9.00,275,,Retail Foliage,,,
,Stokesia laevis,#1,6.29,7.38,6,,Fair Foliage,,,
,Stokesia laevis 'Blue Danube',#1,7.59,9.00,218,,Retail Foliage,,,
,Stokesia laevis 'Colorwheel',#1,7.59,9.00,148,,Retail Foliage,,,
,Stokesia laevis 'Divinity',#1,7.59,9.00,245,,Bud & Bloom,,,
,Stylophorum diphyllum,#1,7.59,9.00,449,Sep 28,Leafing Out,,,
,Symphyotrichum n.a. 'Purple Dome',#1,6.29,7.38,285,,Retail Foliage,,,
,Symphyotrichum e. 'Schneegitter',2QT,6.08,7.12,167,Sep 21,Budded,,,
,Symphyotrichum 'Wood's Light Blue',#1,6.29,7.38,20,Sep 21,Bud & Bloom,,,
,Symphyotrichum 'Wood's Pink',#1,6.29,7.38,100,,Bud & Bloom,,,
,Symphyotrichum cordifolium LE,#1,7.59,9.00,570,,Retail Foliage,,,
,Symphyotrichum cordifolium LE,TRAY 50,77.50,77.50,20,,Ready,,,
,Symphyotrichum laeve LE,#1,7.59,9.00,1205,,Small Looks Good,,,
,Symphyotrichum l. 'Blue Bird',#1,7.59,9.00,448,,Small Looks Good,,,
,Symphyotrichum laeve LE,TRAY 50,85.00,85.00,17,,Ready,,,
,Symphyotrichum l. 'Lady in Black',#1,6.29,7.38,18,,Cut Back,,,
,Symphyotrichum novae-angliae LE,#1,7.59,9.00,674,Oct 5,Bud & Bloom,,,
,Symphyotrichum novae-angliae LE,1QT,5.04,5.93,18,,Retail Foliage,,,
,Symphyotrichum novae-angliae LE,TRAY 50,77.50,77.50,46,,Ready,,,
,Symphyotrichum novi-belgii LE,#1,7.59,9.00,1200,,Bud & Bloom,,,
,Symphyotrichum novi-belgii LE,TRAY 50,85.00,85.00,46,,Ready,,,
,Symphyotrichum o. 'October Skies',#1,6.29,7.38,168,,Bud & Bloom,,,
,Symphyotrichum o. 'Raydon's Favorite',#1,6.29,7.38,216,,Budded,,,
,Symphyotrichum puniceum LE,#1,7.59,9.00,132,Sep 21,Small Looks Good,,,
,Symphyotrichum puniceum LE,TRAY 50,77.50,77.50,28,,Ready,,,
,Teucrium chamaedrys,2QT,6.08,7.12,71,,Leafing Out,,,
,Thalictrum 'Black Stockings',#1,7.59,9.00,348,Sep 28,Fair Foliage,,,
,Thalictrum NIMBUS™ Pink,#1,8.68,10.30,244,Sep 28,Retail Foliage,,,
,Thalictrum dioicum,2QT,7.44,8.79,265,,Small Looks Good,,,
,Thalictrum flavum ssp. glaucum,#1,7.59,9.00,96,Sep 21,Retail Foliage,,,
,Thalictrum pubescens LE,#1,7.59,9.00,116,Sep 21,Retail Foliage,,,
,Thalictrum pubescens LE,TRAY 50,90.00,90.00,16,,Ready,,,
,Thalictrum rochebrunianum,#1,7.59,9.00,161,,Fall Color,,,
,Thermopsis caroliniana,#1,8.68,10.30,254,,Retail Foliage,,,
,Thymus citriodorus,2QT,6.08,7.12,38,,Retail Foliage,,,
,Thymus praecox,"3 1/2""",4.00,4.78,1026,,Retail Foliage,,,
,Tiarella cordifolia,1QT,4.11,4.84,1376,,Retail Foliage,,,
,Tiarella cordifolia 'Oakleaf',2QT,7.44,8.79,108,Sep 21,Fair Foliage,,,
X,Tiarella cordifolia 'Running Tapestry',2QT,7.44,8.79,0,Sep 28,,,,
,Tiarella cordifolia LE,TRAY 50,85.00,85.00,19,,Ready,,,
X,Tiarella 'Elizabeth Oliver',2QT,7.44,8.79,0,Sep 21,,,,
X,Tricyrtis 'Jim's Tall Towers',#1,7.59,9.00,0,Sep 28,,,,
,Tricyrtis 'Sinonome',#1,7.59,9.00,147,Sep 28,Retail Foliage,,,
,Tricyrtis 'Autumn Glow',#1,7.59,9.00,364,,Retail Foliage,,,
,Tricyrtis hirta 'Miyazaki',#1,7.59,9.00,139,Sep 28,Bud & Bloom,,,
,Trollius 'Lemon Queen',#1,7.59,9.00,612,,Retail Foliage,,,
,Trollius laxus,2QT,7.44,8.79,468,Sep 28,Small Looks Good,,,
,Vaccinium 'Burgundy',2QT,8.48,10.04,1912,,Fall Color,,,
,Vaccinium 'Michigan',2QT,8.48,10.04,881,,Retail Foliage,,,
,Vaccinium 'Putte',2QT,8.48,10.04,244,,Fair Foliage,,,
,Vaccinium angustifolium,2QT,8.48,10.04,594,,Fair Foliage,,,
,Vaccinium macrocarpon,2QT,8.48,10.04,555,,Retail Foliage,,,
,Verbascum 'Honey Dijon',#1,7.59,9.00,88,,Leafing Out,,,
,Verbascum 'Sugar Plum',#1,7.59,9.00,87,,Fair Foliage,,,
,Verbascum chaixii,#1,6.29,7.38,26,Sep 21,Retail Foliage,,,
,Verbena hastata LE,#1,7.59,9.00,367,Sep 28,Retail Foliage,,,
,Verbesina alternifolia,#1,6.29,7.38,376,,Leafing Out,,,
,Vernonia Summer's Swan Song,#1,7.59,9.00,15,Sep 21,"Blooming, Small Tops",,,
X,Vernonia 'Iron Butterfly',2QT,7.44,8.79,0,Sep 21,,,,
,Vernonia noveboracensis,#1,7.59,9.00,278,Sep 28,Retail Foliage,,,
,Vernonia noveboracensis LE,TRAY 50,85.00,85.00,6,,Ready,,,
,Veronica 'Lavender Lightsaber',#1,8.68,10.30,585,,Retail Foliage,,,
,Veronica 'Waterperry',2QT,6.08,7.12,295,Sep 28,Retail Foliage,,,
,Veronica 'Whitewater',2QT,6.08,7.12,229,Sep 28,Bud & Bloom,,,
X,Veronica 'Marietta',#1,7.59,9.00,0,Sep 21,,,,
,Veronica oltensis,2QT,6.08,7.12,194,Jan 4,Retail Foliage,,,
,Veronica pectinata,2QT,6.08,7.12,232,Jan 4,Retail Foliage,,,
,Veronica 'Georgia Blue',2QT,6.08,7.12,47,Sep 28,Retail Foliage,,,
X,Veronicastrum 'Fascination',#1,7.59,9.00,0,Sep 21,,,,
,Veronicastrum virginicum,#1,6.29,7.38,172,Sep 28,Fair Foliage,,,
,Vinca minor 'Alba',#1,6.29,7.38,31,,Retail Foliage,,,
,Vinca minor 'Atropurpurea',#1,6.29,7.38,537,,Fair Foliage,,,
,Vinca minor 'Bowles',#1,6.29,7.38,627,Sep 28,Fair Foliage,,,
,Vinca minor 'Ralph Shugert',#1,6.29,7.38,483,,Retail Foliage,,,
,Viola pedata 'Eco Artist Palette',1QT,6.03,7.23,99,,Retail Foliage,,,
,Viola riviniana v. purpurea,2QT,6.08,7.12,171,Sep 21,Retail Foliage,,,
,Viola walteri 'Silver Gem',2QT,6.08,7.12,415,,Bud & Bloom,,,
X,Waldsteinia ternata,2QT,6.08,7.12,0,Sep 28,,,,
,Xanthorhiza simplicissima,2QT,8.48,10.04,40,,Retail Foliage,,,
,Zizia aptera,2QT,7.44,8.79,777,,Retail Foliage,,,
,Zizia aurea LE,2QT,7.44,8.79,471,,Retail Foliage,,,
